Customer Code,Company Name,Ship to Name,Physical Address Line 1,City,State,Zip,Area Code,Phone Exchange,Physical Phone,EMAIL_ADDRESS,EMAIL_ADDRESS_2,Profile Desc,Dist,Account,Display,Date,EndDate,CRM ,,Website,Lat ,Long
COHIPE,COAKLEY'S SARANAC LAKE,JOHN P. COAKLEY SONS /COAKLEY CARPET ONE FLOOR & HOME,2535 STATE HWY 68,CANTON,NY,13617,315,386,8161,coakleyhighpeaksfl@roadrunner.com,,TARKETT NEW INTRO DISPLAY,DOUBLE?,,RESBDISP2020ADT,20210401,99991231,,,,,
JODOVI,JOHN DOLAN VINYL & CARPET,JOHN DOLAN VINYL/CPT,605 WASHINGTON ST,CANTON,MA,020213033,781,828,4029,dolanflooring@aol.com,,TARKETT 22 PIN DISPLAY,131263,653956,RES22PINLTDISP,20210401,99991231,,,,,
JODOVI,JOHN DOLAN VINYL & CARPET,JOHN DOLAN VINYL/CPT,605 WASHINGTON ST,CANTON,MA,020213033,781,828,4029,dolanflooring@aol.com,,TARKETT NEW INTRO DISPLAY,131263,653956,RESBDISP2020ADT,20210401,99991231,,,,,
SUFLCO,SULLIVANS FLOOR COVERING,SULLIVANS FLOOR COV,1140 PRESQUE ISLE ROAD,CARIBOU,ME,04736,,,,sullivansfc@maine.rr.com,,LEXMARK NEW LIVING DISPLA,ok,601944,RES30PINLIVDISP,20210401,99991231,,,,,
KAFLCE,SUPERIOR FLOORING,SUPERIOR FLOORING,5261 ROUTE 39,CASTILE,NY,144279518,585,493,5760,kaczflooring@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,632648,RESBDISP2020ADT,20210401,99991231,856108,,,,
HOMCOM,HOME COMFORT LLC,SENTERS MARKET C/O HOME COMFORT LLC,SENTER'S MARKET ROUTE 25B,CENTER HARBOR,NH,03226,603,253,6660,info@homecomfortnh.com,frank@homecomfortnh.com,TARKETT 22 PIN DISPLAY,131263,602659,RES22PINLTDISP,20210401,99991231,,,,,
COACAR,COACHLIGHT CARPETS,COACHLIGHT CARPETS,1680 FALMOUTH RD,CENTERVILLE,MA,02632,508,771,0256,coachlightcarpets@yahoo.com,,TARKETT NEW INTRO DISPLAY,,607425,RESBDISP2020ADT,20210401,99991231,,,,,
COACAR,COACHLIGHT CARPETS,COACHLIGHT CARPETS,1680 FALMOUTH RD,CENTERVILLE,MA,02632,508,771,0256,coachlightcarpets@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,607425,RES30PINLIVDISP,20210401,99991231,,,,,
MASDIS,MASSUD & SONS,MASSUD CARPET CENTER,772 DEXTER ST,CENTRAL FALLS,RI,028631701,401,724,6674,massuds@verizon.net,,LEXMARK NEW LIVING DISPLA,131263,607497,RES30PINLIVDISP,20210401,99991231,,,,,
FLSOBU,FLOORING SOLUTIONS OF WNY INC,FLOORING SOLUTIONS O,1054 HARLEM RD,CHEEKTOWAGA,NY,14227,716,783,7045,flooringsolutions@fsofwny.com,,TARKETT NEW INTRO DISPLAY,131263,NEW,RESBDISP2020ADT,20210401,99991231,856112,,,,
KENENT,KENNY ENTERPRISES LLC,CARPET FACTORY OUTLET,2262 UNION RD,CHEEKTOWAGA,NY,14227,000,000,0000,jeffwellsbcf@gmail.com,,TARKETT 22 PIN DISPLAY,131263,633606,RES22PINLTDISP,20210401,99991231,,,,,
KENENT,KENNY ENTERPRISES LLC,CARPET FACTORY OUTLET,2262 UNION RD,CHEEKTOWAGA,NY,14227,000,000,0000,jeffwellsbcf@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,633606,RESBDISP2020ADT,20210401,99991231,,,,,
PRSOBU,BUFFALO ASSOC LLC,BUFFALO ASSOC LLC,80 BENBRO DR,CHEEKTOWAGA,NY,14225,716,684,5555,nmiltenberg@floormail.net,ffalkner@floormail.net,TARKETT 22 PIN DISPLAY,ok,610244,RES22PINLTDISP,20210401,99991231,,,,,
PRSOBU,BUFFALO ASSOC LLC,BUFFALO ASSOC LLC,80 BENBRO DR,CHEEKTOWAGA,NY,14225,716,684,5555,nmiltenberg@floormail.net,ffalkner@floormail.net,TARKETT NEW INTRO DISPLAY,131263,610244,RESBDISP2020ADT,20210401,99991231,,,,,
KNOCAR,KNOCKOUT CARPET,KNOCKOUT CARPET,647 MAIN STREET ROUTE 11,CHESTER,VT,05143,,,,knockout@vermontel.net,,TARKETT NEW INTRO DISPLAY,131263,601808,RESBDISP2020ADT,20210401,99991231,,,,,
KNOCAR,KNOCKOUT CARPET,KNOCKOUT CARPET,647 MAIN STREET ROUTE 11,CHESTER,VT,05143,,,,knockout@vermontel.net,,LEXMARK NEW LIVING DISPLA,131263,601808,RES30PINLIVDISP,20210401,99991231,,,,,
HOLCAR,HOLMES CARPET CENTER LLC,HOLMES CARPET CENTER,37 SUNCOOK VALLEY RD,CHICHESTER,NH,032586429,603,798,3193,PETERHOLMES@HOLMESCOMPANIES.COM,,TARKETT 22 PIN DISPLAY,ok,607469,RES22PINLTDISP,20210401,99991231,,,,,
HOLCAR,HOLMES CARPET CENTER LLC,HOLMES CARPET CENTER,37 SUNCOOK VALLEY RD,CHICHESTER,NH,032586429,603,798,3193,PETERHOLMES@HOLMESCOMPANIES.COM,,TARKETT NEW INTRO DISPLAY,ok,607469,RESBDISP2020ADT,20210401,99991231,,,,,
BASTRU,BAY STATE RUG DIST.,BAY STATE RUG DIST.,671 GRATTAN ST,CHICOPEE,MA,010201295,413,533,3806,justin@baystaterug.com,,LEXMARK NEW LIVING DISPLA,ok,607402,RES30PINLIVDISP,20210401,99991231,856114,,,,
VIDEFL,VINCE DENISI FLOORING,DENISI FLOORING,21 KENDALL ST,CLIFTON SPRINGS,NY,144321009,315,462,6600,denisiflooring@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,635402,RESBDISP2020ADT,20210401,99991231,,,,,
VIDEFL,VINCE DENISI FLOORING,DENISI FLOORING,21 KENDALL ST,CLIFTON SPRINGS,NY,144321009,315,462,6600,denisiflooring@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,635402,RES30PINLIVDISP,20210401,99991231,,,,,
THCLFL,OPALSKI ENTERPRISES DBA,CLINTON FLOOR STORE,122 E MAIN ST,CLINTON,CT,064132112,860,664,0205,lisaopalski@gmail.com,,TARKETT 22 PIN DISPLAY,131263,634295,RES22PINLTDISP,20210401,99991231,,,,,
TOCOMA,TOCO FLOOR COVERING,TOCO FLOOR COVERING,2 WALNUT ST,MAYNARD,MA,01754,978,897,6000,tocofloorcover@gmail.com,,LEXMARK NEW LIVING DISPLA,ok,649094,RES30PINLIVDISP,20210401,99991231,721889,NEW ADDRESS,,,
MOSCAR,MOSHER'S CARPETING,MOSHER'S CARPETING,8631 E MAIN ST,CLYMER,NY,147249713,716,355,2711,,,TARKETT NEW INTRO DISPLAY,131263,627348,RESBDISP2020ADT,20210401,99991231,,,,,
MOSCAR,MOSHER'S CARPETING,MOSHER'S CARPETING,8631 E MAIN ST,CLYMER,NY,147249713,716,355,2711,,,LEXMARK NEW LIVING DISPLA,ok,627348,RES30PINLIVDISP,20210401,99991231,,,,,
COOUIN,COBLESKILL OUTLET INC,COBLESKILL OUTLET,672 E MAIN ST,COBLESKILL,NY,120433808,518,234,2204,flomart@yahoo.com,,LEXMARK NEW LIVING DISPLA,ok,632136,RES30PINLIVDISP,20210401,99991231,556651,NEW ADDRESS,,,
COCANY,COHOES CARPET CENTER,COHOES CARPET CENTER,205 REMSEN ST,COHOES,NY,12047,518,237,5027,COHOESCARPET@AOL.COM,,TARKETT NEW INTRO DISPLAY,131263,621416,RESBDISP2020ADT,20210401,99991231,,,,,
COCANY,COHOES CARPET CENTER,COHOES CARPET CENTER,205 REMSEN ST,COHOES,NY,12047,518,237,5027,COHOESCARPET@AOL.COM,,LEXMARK NEW LIVING DISPLA,ok,621416,RES30PINLIVDISP,20210401,99991231,,,,,
ADFFLO,ADF FLOORING LLC,ADF FLOORING LLC,248 SHEEP DAVIS RD STE 8,CONCORD,NH,033015751,603,753,9391,info@adfflooring.com,,TARKETT NEW INTRO DISPLAY,ok,606909,RESBDISP2020ADT,20210401,99991231,,,,,
ADFFLO,ADF FLOORING LLC,ADF FLOORING LLC,248 SHEEP DAVIS RD STE 8,CONCORD,NH,033015751,603,753,9391,info@adfflooring.com,,LEXMARK NEW LIVING DISPLA,ok,606909,RES30PINLIVDISP,20210401,99991231,,,,,
BAICAR,BAILEY'S CARPETS,BAILEY'S CARPETS,44 HALL ST,CONCORD,NH,03301,,,,baileyscustcarp@aol.com,,TARKETT NEW INTRO DISPLAY,131263,606955,RESBDISP2020ADT,20210401,99991231,,,,,
BAICAR,BAILEY'S CARPETS,BAILEY'S CARPETS,44 HALL ST,CONCORD,NH,03301,,,,baileyscustcarp@aol.com,,LEXMARK NEW LIVING DISPLA,ok,606955,RES30PINLIVDISP,20210401,99991231,,,,,
COUCON,COUNTY CARPET & BED SUPPLY INC,COUNTY CPT & BED SUP,205 N ROUTE 9 WEST,CONGERS,NY,10920,845,267,0800,sales@cpct-ny.com,,TARKETT 22 PIN DISPLAY,closed store,607046,RES22PINLTDISP,20210401,99991231,,closed store,,,
KRTOCO,COOPERSTOWN FLOORING & BEDDING,COOPERSTOWN FLOORING,4316 COUNTY HIGHWAY 11,COOPERSTOWN,NY,133265318,607,547,6038,info@cfbsales.com,,LEXMARK NEW LIVING DISPLA,131263,623821,RES30PINLIVDISP,20210401,99991231,,,,,
HAHODE,HARMONY HOME DECOR,HARMONY HOME DECOR,96 NEWPORT RD,CORINNA,ME,049283738,207,278,2782,info@harmonyhomedecor.com,,LEXMARK NEW LIVING DISPLA,131263,624755,RES30PINLIVDISP,20210401,99991231,,,,,
ONCACE,ONTARIO CARPET CENTER LLC,ONTARIO CARPET CTR,342 W WILLIAM ST,CORNING,NY,148302152,607,962,5162,ontariocarpetstore@gmail.com,,LEXMARK NEW LIVING DISPLA,ok,607512,RES30PINLIVDISP,20210401,99991231,,,,,
BELICO,BEVERAGE LIQUIDATORS INC,BEVERAGE LIQUIDATORS,4030 WEST ROAD,CORTLAND,NY,130451841,607,753,8428,cortlandcarpet@yahoo.com,,TARKETT 22 PIN DISPLAY,131263,608266,RES22PINLTDISP,20210401,99991231,,,,,
BELICO,BEVERAGE LIQUIDATORS INC,BEVERAGE LIQUIDATORS,4030 WEST ROAD,CORTLAND,NY,130451841,607,753,8428,cortlandcarpet@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,608266,RESBDISP2020ADT,20210401,99991231,,,,,
THCAVI,THE CARPET VILLAGE INC,THE CARPET VILLAGE,976 TIOGUE AVE,COVENTRY,RI,028166304,401,828,5896,carpetvillage@verizon.net,,TARKETT 22 PIN DISPLAY,ok,607342,RES22PINLTDISP,20210401,99991231,,,,,
VAFLCO,VALLEY FLOOR COVERING INC,VALLEY FLOOR COVERIN,144 BROAD ST,CUMBERLAND,RI,028642052,401,724,8650,general@vfcri.com,,LEXMARK NEW LIVING DISPLA,131263,621402,RES30PINLIVDISP,20210401,99991231,,,,,
FLDAMA,SEPTEMBER 12TH INC,FLOOR MAGIC,45 BISCAY RD,DAMARISCOTTA,ME,045434216,207,563,8841,barbara@floormagic.us,,LEXMARK NEW LIVING DISPLA,131263,607448,RES30PINLIVDISP,20210401,99991231,,,,,
CARFAI,"CARPET FAIR, INC",CARPET FAIR INC.,246 WHITE ST,DANBURY,CT,06810,203,748,2478,cptfair246@aol.com,,TARKETT 22 PIN DISPLAY,131263,626087,RES22PINLTDISP,20210401,99991231,856130,,,,
GOHOFL,GOOD HOUSE FLOORING LLC,GOOD HOUSE FLOORING,83 MILL PLAIN RD,DANBURY,CT,068115132,203,797,8048,mike@goodhouseflooring.com,anthony@goodhouseflooring.com,TARKETT 22 PIN DISPLAY,131263,614295,RES22PINLTDISP,20210401,99991231,,,,,
GOHOFL,GOOD HOUSE FLOORING LLC,GOOD HOUSE FLOORING,83 MILL PLAIN RD,DANBURY,CT,068115132,203,797,8048,mike@goodhouseflooring.com,anthony@goodhouseflooring.com,TARKETT NEW INTRO DISPLAY,131263,614295,RESBDISP2020ADT,20210401,99991231,,,,,
TRFLDA,TRACY FLOORS & TILE LLC,TRACY FLOORS & TILE,2 NABBY RD,DANBURY,CT,068113258,203,628,7706,tracyfloorsandtile@yahoo.com,,LEXMARK NEW LIVING DISPLA,131263,607055,RES30PINLIVDISP,20210401,99991231,,,,,
TOWADA,TODDS WAREHOUSE OF CARPETS,TODDS WAREHOUSE OF,82 MAIN ST,DANIELSON,CT,06239,860,774,0426,toddyaun@gmail.com,,TARKETT 22 PIN DISPLAY,131263,634298,RES22PINLTDISP,20210401,99991231,,,,,
BEHODA,BETTER HOMES,BETTER HOMES,13 OSSIAN ST,DANSVILLE,NY,14437,,,,phorton40@yahoo.com,,TARKETT NEW INTRO DISPLAY,131263,653976,RESBDISP2020ADT,20210401,99991231,,,,,
BEHODA,BETTER HOMES,,,,,,,,,phorton40@yahoo.com,,LEXMARK NEW LIVING DISPLA,131263,653976,RES30PINLIVDISP,20210401,99991231,,,,,
SKCUFL,SKIPS CUSTOM FLOORING INC,,,,,,,,,joe.scf1@gmail.com,cathywolfe.scf@gmail.com,TARKETT 22 PIN DISPLAY,ok,633417,RES22PINLTDISP,20210401,99991231,,,,,
SKCUFL,SKIPS CUSTOM FLOORING INC,SKIPS CUSTOM FLOORING INC,17 MAPLE ST,DANSVILLE,NY,144379182,585,335,8720,joe.scf1@gmail.com,cathywolfe.scf@gmail.com,TARKETT NEW INTRO DISPLAY,131263,633417,RESBDISP2020ADT,20210401,99991231,,,,,
MORGOR,MORIARTY & GORDON,,,,,,,,,moriartyandgordon@gmail.com,,TARKETT 22 PIN DISPLAY,131263,633398,RES22PINLTDISP,20210401,99991231,,,,,
ROCLCA,ROSA CLAVEL CARPETING SALES,,,,,,,,,reginapacheco22@comcast.net,,LEXMARK NEW LIVING DISPLA,131263,609948,RES30PINLIVDISP,20210401,99991231,,,,,
DARCAR,CARPET SHOPPE OF DARIEN,,,,,,,,,DARIENCARPET@AOL.COM,,TARKETT 22 PIN DISPLAY,131263,653978,RES22PINLTDISP,20210401,99991231,,,,,
DARCAR,CARPET SHOPPE OF DARIEN,CARPET SHOPPE OF DAR,39 TOKENEKE RD,DARIEN,CT,06820,203,655,2521,DARIENCARPET@AOL.COM,,TARKETT NEW INTRO DISPLAY,131263,653978,RESBDISP2020ADT,20210401,99991231,,,,,
CAGANY,CARPET GALLERY OF WNY INC,CARPET GALLERY OF,5319 TRANSIT RD,DEPEW,NY,14043,716,683,8316,carpetgallerywny@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,631068,RESBDISP2020ADT,20210401,99991231,,,,,
CAGANY,CARPET GALLERY OF WNY INC,,,,,,,,,carpetgallerywny@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,631068,RES30PINLIVDISP,20210401,99991231,,,,,
POULUM,"POULIN LUMBER-US LBM, LLC",,,,,,,,,jpormann@poulinlumber.com,,TARKETT 22 PIN DISPLAY,131263,601425,RES22PINLTDISP,20210401,99991231,,,,,
ECFLNH,TRI-CITY FLOORING LLC,TRI-CITY FLOORING,157 PORTLAND AVE,DOVER,NH,03821,603,434,0507,economyflooringllc@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,649164,RESBDISP2020ADT,20210401,99991231,,,,,
ECFLNH,TRI-CITY FLOORING LLC,,,,,,,,,economyflooringllc@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,649164,RES30PINLIVDISP,20210401,99991231,,,,,
HOFLDO,HOGAN FLOORING LLC,,,,,,,,,pam@hoganflooring.net,,TARKETT 22 PIN DISPLAY,131263,607468,RES22PINLTDISP,20210401,99991231,,,,,
DAVWOR,DAVE'S WORLD,,,,,,,,,gregg.buzzelli@davesworld.com,,TARKETT 22 PIN DISPLAY,131263,624791,RES22PINLTDISP,20210401,99991231,,,,,
ABCACR,ABDINOOR'S CARPET CRAFT,ABDINOOR'S CPT CRAFT,109 ARLINGTON STREET,DRACUT,MA,01826,978,454,2022,info@abdinoorflooring.com,,TARKETT NEW INTRO DISPLAY,131263,607389,RESBDISP2020ADT,20210401,99991231,,,,,
ABCACR,ABDINOOR'S CARPET CRAFT,,,,,,,,,info@abdinoorflooring.com,,LEXMARK NEW LIVING DISPLA,ok,607389,RES30PINLIVDISP,20210401,99991231,,,,,
ADVHAM,ADVANCED CARPET & FLOORING INC,ADVANCED CARPET,40 MAINE AVE,EAST HAMPTON,MA,010271524,413,527,3473,jakelevine@advancedrugandflooring.com,donnarinaldi@advancedrugandflooring.com,TARKETT NEW INTRO DISPLAY,131263,NEW,RESBDISP2020ADT,20210401,99991231,856295,,,,
ADVHAM,ADVANCED CARPET & FLOORING INC,,,,,,,,,jakelevine@advancedrugandflooring.com,donnarinaldi@advancedrugandflooring.com,LEXMARK NEW LIVING DISPLA,131263,NEW,RES30PINLIVDISP,20210401,99991231,856295,,,,
THFLEA,THE FLOORING WORKS INC,,,,,,,,,,,TARKETT 22 PIN DISPLAY,131263,644916,RES22PINLTDISP,20210401,99991231,,,,,
PATOCA,PAT OS CARPETWORLD,,,,,,,,,patoscarpetworld@gmail.com,,LEXMARK NEW LIVING DISPLA,ok,634342,RES30PINLIVDISP,20210401,99991231,,,,,
NECAGA,NEW ENGLANDS CARPET,,,,,,,,,lrosario70@aol.com,,TARKETT 22 PIN DISPLAY,131263,630273,RES22PINLTDISP,20210401,99991231,,,,,
NECAGA,NEW ENGLANDS CARPET,NEW ENGLANDS CPT GLY,2 NORTH RD STE 5,EAST WINDSOR,CT,060889516,860,370,9500,lrosario70@aol.com,,TARKETT NEW INTRO DISPLAY,131263,630273,RESBDISP2020ADT,20210401,99991231,,,,,
BAFLCT,BASTO FLOORING LLC,,,,,,,,,bastoflooring@gmail.com,,TARKETT 22 PIN DISPLAY,ok,635139,RES22PINLTDISP,20210401,99991231,,,,,
CAONRO,NEW ROCHELLE CARPET INC DBA,,,,,,,,,KMADDEN@TFANDREW.COM,,TARKETT 22 PIN DISPLAY,131263,640665,RES22PINLTDISP,20210401,99991231,,,,,
RYFLOO,RYMAR FLOORING COMPANY LLC,RYMAR FLOORING CO,68 FOGG RD UNIT 6,EPPING,NH,030423405,603,734,2585,info@rymarflooring.com,,TARKETT NEW INTRO DISPLAY,131263,652148,RESBDISP2020ADT,20210401,99991231,,,,,
CJRYNH,C J RYDER FLOORING LLC,,,,,,,,,cjryderflooring@gmail.com,audrey.cjryderflooring@gmail.com,LEXMARK NEW LIVING DISPLA,131263,NEW,RES30PINLIVDISP,20210401,99991231,856296,,,,
GECACO,GEORGES CARPET COMPANY LLC,GEORGES CARPET CO,940 SUNCOOK VALLEY HIGHWAY,EPSOM,NH,03234,603,736,8579,GEORGESCARPET@METROCAST.NET,,TARKETT NEW INTRO DISPLAY,131263,601313,RESBDISP2020ADT,20210401,99991231,,,,,
GECACO,GEORGES CARPET COMPANY LLC,,,,,,,,,GEORGESCARPET@METROCAST.NET,,LEXMARK NEW LIVING DISPLA,131263,601313,RES30PINLIVDISP,20210401,99991231,,,,,
JMPDSI,JMPDS INC,,,,,,,,,office@pserie.net,juliem@pserie.net,TARKETT 22 PIN DISPLAY,131263,643020,RES22PINLTDISP,20210401,99991231,856297,,,,
JSFLOR,J'S FLOORING CENTER,J'S FLOORING CENTER,1271 E GRANDVIEW BLVD,ERIE,PA,165042758,814,825,1248,JSFLOORINGCENTER@VERIZON.NET,,TARKETT NEW INTRO DISPLAY,131263,612655,RESBDISP2020ADT,20210401,99991231,,,,,
MASTVT,MAIN STREET FLOOR COVERING,,,,,,,,,mainstreetfloor@comcast.net,,LEXMARK NEW LIVING DISPLA,131263,607495,RES30PINLIVDISP,20210401,99991231,,,,,
EXCACO,EXETER CARPET COMPANY,,,,,,,,,bresnahan3609@hotmail.com,,LEXMARK NEW LIVING DISPLA,131263,650556,RES30PINLIVDISP,20210401,99991231,,,,,
TICRFA,TILE CRAFT,,,,,,,,,tilecraft1@comcast.net,,TARKETT 22 PIN DISPLAY,131263,607556,RES22PINLTDISP,20210401,99991231,,,,,
FABFLR,FAB FLOORING INC,,,,,,,,,ehdarling@comcast.net,,TARKETT 22 PIN DISPLAY,131263,635037,RES22PINLTDISP,20210401,99991231,,,,,
FABFLR,FAB FLOORING INC,FAB FLOORING INC,1068 SLADE ST UNIT 1 WEST,FALL RIVER,MA,027243127,508,677,1600,ehdarling@comcast.net,,TARKETT NEW INTRO DISPLAY,131263,635037,RESBDISP2020ADT,20210401,99991231,,,,,
REGINT,REGAL INTERIORS INC,,,,,,,,,jsilva@regalfloor.com,amachado@regalfloor.com,TARKETT 22 PIN DISPLAY,131263,637673,RES22PINLTDISP,20210401,99991231,,,,,
SPTICA,SPECTRUM TILE & CARPET INC,,,,,,,,,spectrumtileandcarpet@gmail.com,,TARKETT 22 PIN DISPLAY,131263,635093,RES22PINLTDISP,20210401,99991231,,,,,
SPTICA,SPECTRUM TILE & CARPET INC,SPECTRUM TILE & CPT,288 PLYMOUTH AVE,FALL RIVER,MA,02721,508,837,6022,spectrumtileandcarpet@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,635093,RESBDISP2020ADT,20210401,99991231,,,,,
WHOFLR,WHOLESALE FLOOR SUPPLIES INC,,,,,,,,,wholesaleflooring@live.com,,TARKETT 22 PIN DISPLAY,131263,607564,RES22PINLTDISP,20210401,99991231,,,,,
MCTICO,MCCARTHY TILE CO.,,,,,,,,,shawnpoirier@comcast.net,,TARKETT 22 PIN DISPLAY,131263,624848,RES22PINLTDISP,20210401,99991231,,,,,
ROCACL,ROYALTY CARPET CLEANING,,,,,,,,,paul.royaltycarpet@gmail.com,,TARKETT 22 PIN DISPLAY,131263,NEW,RES22PINLTDISP,20210401,99991231,744631,,,,
ROCACL,ROYALTY CARPET CLEANING,ROYALTY CPT CLEANING,794 RT 52,FISHKILL,NY,12524,845,831,4774,paul.royaltycarpet@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,NEW,RESBDISP2020ADT,20210401,99991231,744631,,,,
AMICAR,AMICO CARPETS,,,,,,,,,office@amicoflooring.com,,TARKETT 22 PIN DISPLAY,131263,612288,RES22PINLTDISP,20210401,99991231,818451,,,,
AMICAR,AMICO CARPETS,AMICO CARPETS,43 WHALON STREET,FITCHBURG,MA,01420,978,342,7070,office@amicoflooring.com,,TARKETT NEW INTRO DISPLAY,131263,612288,RESBDISP2020ADT,20210401,99991231,818451,,,,
CRCAFR,CREATIVE CARPETS BY,,,,,,,,,sales@creativecpt.com,joe@creativecpt.com,TARKETT 22 PIN DISPLAY,131263,624787,RES22PINLTDISP,20210401,99991231,856298,,,,
RKMFLO,RKM FLOORING SOLUTIONS LLC,,,,,,,,,floors@rkmfloors.com,tucker@rkmfloors.com,TARKETT 22 PIN DISPLAY,131263,617732,RES22PINLTDISP,20210401,99991231,556166,NEW ADDRESS,,,
KTSAFR,K&T SALES INC DBA,K&T SALES INC DBA,156 NEWTON ST,FREDONIA,NY,140631304,716,673,1799,hbpetz@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,645120,RESBDISP2020ADT,20210401,99991231,,,,,
KTSAFR,K&T SALES INC DBA,,,,,,,,,hbpetz@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,645120,RES30PINLIVDISP,20210401,99991231,,,,,
HORCLE,HORRIGAN CLEANERS,HORRIGAN FLOORING CENTER,100 PEARSON BLVD,GARDNER,MA,014403322,978,632,4200,pat@horriganflooring.com,karen@horriganflooring.com,TARKETT NEW INTRO DISPLAY,131263,648424,RESBDISP2020ADT,20210401,99991231,,,,,
HORCLE,HORRIGAN CLEANERS,,,,,,,,,pat@horriganflooring.com,karen@horriganflooring.com,LEXMARK NEW LIVING DISPLA,131263,648424,RES30PINLIVDISP,20210401,99991231,,,,,
GLFLCO,GLOVERS FLOOR COVERING,,,,,,,,,mark@glovers1.comcastbiz.net,linda.mark@comcast.net,TARKETT 22 PIN DISPLAY,131263,607139,RES22PINLTDISP,20210401,99991231,,,,,
COLWOR,COLOR WORKS,COLOR WORKS,30 GLEN RD,GORHAM,NH,03581,603,466,9825,rich@colorworksnh.net,,TARKETT NEW INTRO DISPLAY,ok,607033,RESBDISP2020ADT,20210401,99991231,,,,,
COLWOR,COLOR WORKS,,,,,,,,,rich@colorworksnh.net,,LEXMARK NEW LIVING DISPLA,ok,607033,RES30PINLIVDISP,20210401,99991231,,,,,
VEJAFL,VEE-JAY FLOOR COVER,,,,,,,,,veejayfloor@yahoo.com,,TARKETT 22 PIN DISPLAY,ok,621505,RES22PINLTDISP,20210401,99991231,,,,,
GRFLGR,GREENWICH FLOORING UNLIMITED I,,,,,,,,,sandygreenwichflooring@gmail.com,,LEXMARK NEW LIVING DISPLA,131263,646445,RES30PINLIVDISP,20210401,99991231,,,,,
ARFLGT,ARTISAN FLR COVERING,,,,,,,,,artisanflr@verizon.net,,LEXMARK NEW LIVING DISPLA,ok,624749,RES30PINLIVDISP,20210401,99991231,,,,,
ELMPRK,ELM PARK FLOORING,ELM PARK FLOORING,19 ELM PARK,GROVELAND,MA,01834,978,372,0050,a.elmparkflooring@verizon.net,,TARKETT NEW INTRO DISPLAY,131263,618751,RESBDISP2020ADT,20210401,99991231,856299,,,,
CUSOGU,CUAPIO & SON LLC,,,,,,,,,jose.cuapio@gmail.com,,TARKETT 22 PIN DISPLAY,131263,610975,RES22PINLTDISP,20210401,99991231,,,,,
CUSOGU,CUAPIO & SON LLC,CUAPIO & SON LLC,125 WATER ST,GUILFORD,CT,064372501,203,458,0830,jose.cuapio@gmail.com,,TARKETT NEW INTRO DISPLAY,131263,610975,RESBDISP2020ADT,20210401,99991231,,,,,
RIVEDG,RIVERS EDGE HOME CENTER,RIVERS EDGE HOME CEN,100 BRIDGE RD,HADDAM,CT,064381368,860,345,8453,info@riversedgehomecenter.com,,TARKETT NEW INTRO DISPLAY,131263,607297,RESBDISP2020ADT,20210401,99991231,,,,,
RIVEDG,RIVERS EDGE HOME CENTER,,,,,,,,,info@riversedgehomecenter.com,,LEXMARK NEW LIVING DISPLA,131263,607297,RES30PINLIVDISP,20210401,99991231,,,,,
SHICAR,SHIPTON'S CARPET CO INC,,,,,,,,,lthurber@zoominternet.net,,TARKETT 22 PIN DISPLAY,131263,603616,RES22PINLTDISP,20210401,99991231,,,,,
SHICAR,SHIPTON'S CARPET CO INC,SHIPTON'S CARPET CO,2992 HADLEY RD,HADLEY,PA,16130,724,253,3832,lthurber@zoominternet.net,,TARKETT NEW INTRO DISPLAY,131263,603616,RESBDISP2020ADT,20210401,99991231,,,,,
ZEPHYR,ZEPHYR RUGS LLC,,,,,,,,,,,LEXMARK NEW LIVING DISPLA,ok,653954,RES30PINLIVDISP,20210401,99991231,,,,,
BAYFLO,MATTSON'S FLOORING & LIGHTING,,,,,,,,,awoods@mattsonsflooring.com,,TARKETT 22 PIN DISPLAY,131263,607400,RES22PINLTDISP,20210401,99991231,,,,,
BAYFLO,MATTSON'S FLOORING & LIGHTING,MATTSON'S FLOORING,276 WHITTEN RD,HALLOWELL,ME,04347,,,,awoods@mattsonsflooring.com,,TARKETT NEW INTRO DISPLAY,131263,607400,RESBDISP2020ADT,20210401,99991231,,,,,
BAYFLO,MATTSON'S FLOORING & LIGHTING,,,,,,,,,awoods@mattsonsflooring.com,,LEXMARK NEW LIVING DISPLA,ok,607400,RES30PINLIVDISP,20210401,99991231,,,,,
LICAPA,LIBERTY CARPET INC,LIBERTY CARPET INC,628 MAIN ST,HALLSTEAD,PA,18822,570,879,4567,libertycarpet@echoes.net,,TARKETT NEW INTRO DISPLAY,131263,601299,RESBDISP2020ADT,20210401,99991231,,,,,
